DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
18271	__label2__	4	Y	Automotive	B004RH9X28	Mahle Fuel Pressure Regulator	It fits but...	Had a code P0456 on my 2005 dodge neon. My dad figured it might've been the fuel pressure regulator. So I found the best price for this one. Just note for the Neon is that the electrical connector has an orange locking bit that needs to be loosened in order to take it off
18272	__label2__	5	Y	Jewelry	B00OKZUA6K	"Lova Jewelry ""Christmas Theme"" Murano Glass Beaded Silvertoned Charm Bracelet"	This is a beautiful Christmas bracelet that I will be giving as a ...	This is a beautiful Christmas bracelet that I will be giving as a gift next year.  It looks so much more expensive than it was.
18273	__label2__	5	N	Health & Personal Care	B00JVC1G9C	breastULTIMATE Female Breast and Butt Enhancement Formula All Natural Enlargement Pills 60 Capsules	The best enhancer	"One of the best enhancers any women could use to simply boost energy and sexual desire, this does a good job in enhancing firmness of breasts and size as well."
18274	__label2__	5	Y	Toys	B0089U3VA4	"LeapFrog LeapPad2 Explorer Disney Princess Bundle, Purple"	My Granddaughters love it!	"I bought 2 of them, and my 4 and 5 yr old granddaughters can't put them down.  It is great to give them something that helps them learn and entertains them at the same time."
18275	__label2__	4	Y	Luggage	B000F3HQZO	"Everest Luggage Backpack with Front and Side Pockets, Black, Large"	Good day trip use	"Great small backpack where a large backpack is not needed.  Day trip use for camera, raingear or whatever you need just for the day."
18276	__label2__	4	Y	Grocery	B007DJ7SDS	"Gustaf's Licorice Strawberry Laces, 16 Oz"	Fresh Product	"Great fresh product-came in different packaging then I expected but same good quality licorice, lost a star as it was a day late."
18277	__label2__	5	Y	Musical Instruments	B00M8U93XU	1byone O00QL-0420 Bluetooth Speaker 8.6-Inch Crystal Super Disco LED Digital Magic Ball Light	Great Light! Lots of fun	"Great Light!  Lots of fun, lights up my whole Living room.  I play music from my phone & had lots of compliments from the few friends I have left :o) .  You will like it."
18278	__label2__	5	Y	Kitchen	B00LLO57ES	"Garlic Press and Slicer in One! Cleaning Tool Included! By Vitaville, the Bistro Line Collection."	Best garlic press I have	"We use this at least 6 times a week. The dual function is great! Bought one for my daughter after she wanted to walk off with mine.<br />There is some discoloration that happened around the holes, but I think that was a chemical reaction after not cleaning it one night. Doesn't effect a thing."
18279	__label2__	4	Y	Furniture	B0034JR0CU	"Sauder Shoal Creek Lateral File, Jamocha Wood"	Love the file!	Better quality than I expected. Easy to assemble.  There's much more space for storage than I originally thought. Nice piece
18280	__label2__	5	Y	Outdoors	B00DNHMN8Y	Energizer 7 LED Headlamp (115 Lumens)	Excellent! Performs exactly as required.	"Had a similar unit a few years ago that eventually disassembled itself through sheer use. This one ups the ante with the addition of a strobe mode and a wider headband although the tilt mechanism seems to be a bit more unwilling. This could turn out to be an asset. The old one could last for 40+ hours using a combination of spot and red light modes. It's ability to pivot proved immeasurable when I adorned my house with 10,000+ Christmas mini-lights. I hope to get the same performance from this unit."
18281	__label2__	4	Y	Electronics	B002MAPT7U	SanDisk Sansa Clip+ 4 GB MP3 Player (Black) (Discontinued by Manufacturer)	Meets the need better than the others	"We had a 1 GB MP3 player, a real cheap one.  Interface was quite poor, moving between files was unpredictable, but took AAA batteries.<br /><br />We were a bit concerned about the battery not being removable, and having interface issues with this one also.  Not so.  Interface is just fine, and it charges when we put files on it so the battery life has not been an issue."
18282	__label2__	5	Y	Jewelry	B00C148YMY	8 MM Men's Titanium ring wedding band with 9 large Channel Set CZ Sz 11	"Husband hard on rings, this is affordable & durable"	"this ring is affordable and durable.  My husband is hard on his wedding ring, he goes through them like no other.  This ring is affordable and durable, so when he wears them out I can easily afford a new one"
18283	__label2__	5	Y	Lawn and Garden	B004JS8BSM	"Planters Pride RZ4QSO0 Seeding and Potting Mix, 4 Quart"	Love the potting soil	Love the potting soil.... I didn't have a way to get to the nursery. so I ordered it on Amazon.<br />Great product.
18284	__label2__	5	Y	Sports	B0006G5CQK	Baby Baton 12 in.	So Cute!	Purchased this for my 18 month-old grand daughter.  She was using a walking cane and trying to twirl it!  This is the perfect size for her.  The quality is great and it has a good weight.  She is now enrolled in gymnastics and loving it!
18285	__label2__	5	Y	Camera	B00724H73U	Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) 2-Pack - Black	Love the camera - Support/installation was top noch	I purchased these cameras for baby monitoring and they work great.  I called in for support to Foscam and service was fantastic.  I worked with a gal by the name of Lidiya who took control of my computer and set them up in less than 20 minutes.  I would highly recommend these cameras for any sort of monitoring purposes and rate my overall experience with Foscam a 10 out of 10 for their assistance setting them up...I am hard to impress but expectations have been exceeded.
18286	__label2__	5	Y	Health & Personal Care	B007RMK3BK	CalmAid 30 Softgels	Outstanding product. Use as homeopathic medication.  Lavender is proven to reduce anxiety.	Very effective for days when one is somewhat anxious. My husband and I take two tablets on most days.  Effects are subtle and does not interfere with driving or other everyday activity.
18287	__label2__	4	Y	Electronics	B000PCF7A6	Sony MDR-Q68LW Clip-on Style Headphone with Retractable Cord	Over the ear headset	"I gave it a 4 star but I would have given a 5 star.  I have small ears and the back is a little loose.  The sound is great.  I like the retractable cords, it makes it easier to adjust the cord for workouts."
18288	__label2__	5	N	Home	B00JS1ZRKA	"Bane Speech ""You Merely Adopted the Dark"" Dark Knight 2x3 Military Patch / Morale Patch - Black"	Very nice	"Very fast shipping<br />There is not a lot to say, the quality is very good so the only reason you should or shouldn't buy it is if you like what it says"
18289	__label2__	5	Y	Office Products	B00ATZ9QMO	Fujitsu PA03656-B005 Image Scanner ScanSnap iX500	Love it!	Very light and compact. So easy to set up and fast. I would highly recommend it. No complaints so far.
18290	__label2__	5	Y	Watches	B004TI4F1E	Disney #41643 Men's Classic Black Leather Bnad Mickey Mouse Watch	Band was fine.  Watch is great.	I actually got this for me adult partner as sort of a cute gift because he mentioned loving his as a child.  He loves it!  And it looks really cool on him.
18291	__label2__	1	Y	Watches	B00KA7TL8A	DREAMUS®HOT!!! U8 Bluetooth Smart Wristband Watch Phone for Android Samsung S2/S3/S4/S5/Note 2/Note 3 HTC...(IOS System and Blackberry System Can Use Partial Function) (Black)	Very disappointed in what i thought was a great product!	I like the looks of it and was very excited when I got it. But after trying over and over to get it to sync to my galaxy 5s I was done. First off everything is in a different language so you have no idea what anything is saying so after trying 7 different approaches I just had to give up especially when there is no customer service support nor numbe.
18292	__label2__	5	Y	PC	B003YNS0W0	"Tripp Lite U326-006 USB 3.0 Super Speed 5Gbps  (A Male to Micro B Male) Device Cable (6 Feet, Blue)"	NIce	Inexpensive and works well.  I use it with my camera and a laptop for direct viewing of the images by my clients
18293	__label2__	5	Y	Camera	B0045CAOIM	Tamrac 5716 Evolution Zoom 16 (Black)	Jose Gonzalez	"I use this case to save and carry anywhere my digital camera Fuji Film FinePix HS-30, and it is good quality."
18294	__label2__	3	Y	Electronics	B004MF7A02	Sony HTCT550W 3D Sound Bar Home Theater System with Wireless Subwoofer (Discontinued by Manufacturer)	"Decent, you get what you pay for..."	"It's average and what you'd expect at the price point for audio gear.  Pretty much an upgrade for 2nd room, flat screen TV speakers."
